Name,ConversationIdentifier,ExtractedAccuracyScore,IsPrimaryExtensionArtifactPhase2,CalculatedStatus,ExpTransformerIsSyntaxFree
TA14366-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10266-2024-08-08-14366-Describe this in Natural -Trial-,10266,5.000,,FREE-Locked,1 checked out of 1
TA14395-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10266-2024-08-08-14395-Describe this in Natural -Trial-,10266,5.000,,FREE-Locked,1 checked out of 1
TA11466-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10279-2024-08-08-11466-Describe this in Natural -Trial-,10279,4.000,,FREE-Locked,1 checked out of 1
TA10846-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10279-2024-08-08-10846-Describe this in Natural -Trial-,10279,5.000,,FREE-Locked,1 checked out of 1
TA10852-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10279-2024-08-08-10852-Describe this in Natural -Trial-,10279,5.000,,FREE-Locked,1 checked out of 1
TA14340-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10279-2024-08-08-14340-Describe this in Natural -Trial-,10279,5.000,,FREE-Locked,1 checked out of 1
TA14426-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10279-2024-08-08-14426-Describe this in Natural -Trial-,10279,5.000,,FREE-Locked,1 checked out of 1
TA11393-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10285-2024-08-08-11393-Describe this in Natural -Trial-,10285,4.000,,FREE-Locked,1 checked out of 1
TA11395-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10285-2024-08-08-11395-Describe this in Natural -Trial-,10285,4.000,,FREE-Locked,1 checked out of 1
TA11453-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10285-2024-08-08-11453-Describe this in Natural -Trial-,10285,4.000,,FREE-Locked,1 checked out of 1
TA10848-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10285-2024-08-08-10848-Describe this in Natural -Trial-,10285,5.000,,FREE-Locked,1 checked out of 1
TA11479-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10285-2024-08-08-11479-Describe this in Natural -Trial-,10285,4.000,,FREE-Locked,1 checked out of 1
TA11365-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10292-2024-08-08-11365-Describe this in Natural -Trial-,10292,4.000,,FREE-Locked,1 checked out of 1
TA11409-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10292-2024-08-08-11409-Describe this in Natural -Trial-,10292,4.000,,FREE-Locked,1 checked out of 1
TA11465-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10292-2024-08-08-11465-Describe this in Natural -Trial-,10292,4.000,,FREE-Locked,1 checked out of 1
TA11467-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10292-2024-08-08-11467-Describe this in Natural -Trial-,10292,4.000,,FREE-Locked,1 checked out of 1
TA10879-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10292-2024-08-08-10879-Describe this in Natural -Trial-,10292,5.000,,FREE-Locked,1 checked out of 1
TA11391-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10299-2024-08-08-11391-Describe this in Natural -Trial-,10299,4.000,,FREE-Locked,1 checked out of 1
TA11406-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10299-2024-08-08-11406-Describe this in Natural -Trial-,10299,4.000,,FREE-Locked,1 checked out of 1
TA10856-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10299-2024-08-08-10856-Describe this in Natural -Trial-,10299,5.000,,FREE-Locked,1 checked out of 1
TA11491-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10299-2024-08-08-11491-Describe this in Natural -Trial-,10299,4.000,,FREE-Locked,1 checked out of 1
TA14439-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10299-2024-08-08-14439-Describe this in Natural -Trial-,10299,4.000,,FREE-Locked,1 checked out of 1
TA10807-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10305-2024-08-08-10807-Describe this in Natural -Trial-,10305,5.000,,FREE-Locked,1 checked out of 1
TA11459-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10305-2024-08-08-11459-Describe this in Natural -Trial-,10305,4.000,,FREE-Locked,1 checked out of 1
TA14394-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10305-2024-08-08-14394-Describe this in Natural -Trial-,10305,4.000,,FREE-Locked,1 checked out of 1
TA14447-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10305-2024-08-08-14447-Describe this in Natural -Trial-,10305,5.000,,FREE-Locked,1 checked out of 1
TA14460-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10305-2024-08-08-14460-Describe this in Natural -Trial-,10305,5.000,,FREE-Locked,1 checked out of 1
TA10775-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10311-2024-08-08-10775-Describe this in Natural -Trial-,10311,5.000,,FREE-Locked,1 checked out of 1
TA11487-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10311-2024-08-08-11487-Describe this in Natural -Trial-,10311,4.000,,FREE-Locked,1 checked out of 1
TA11488-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10311-2024-08-08-11488-Describe this in Natural -Trial-,10311,4.000,,FREE-Locked,1 checked out of 1
TA10864-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10311-2024-08-08-10864-Describe this in Natural -Trial-,10311,5.000,,FREE-Locked,1 checked out of 1
TA10872-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10311-2024-08-08-10872-Describe this in Natural -Trial-,10311,5.000,,FREE-Locked,1 checked out of 1
TA11394-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10330-2024-08-08-11394-Describe this in Natural -Trial-,10330,4.000,,FREE-Locked,1 checked out of 1
TA11412-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10330-2024-08-08-11412-Describe this in Natural -Trial-,10330,4.000,,FREE-Locked,1 checked out of 1
TA11414-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10330-2024-08-08-11414-Describe this in Natural -Trial-,10330,4.000,,FREE-Locked,1 checked out of 1
TA14432-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10330-2024-08-08-14432-Describe this in Natural -Trial-,10330,4.000,,FREE-Locked,1 checked out of 1
TA14454-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10330-2024-08-08-14454-Describe this in Natural -Trial-,10330,4.000,,FREE-Locked,1 checked out of 1
TA10781-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10337-2024-08-08-10781-Describe this in Natural -Trial-,10337,5.000,,FREE-Locked,1 checked out of 1
TA11424-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10337-2024-08-08-11424-Describe this in Natural -Trial-,10337,4.000,,FREE-Locked,1 checked out of 1
TA10869-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10337-2024-08-08-10869-Describe this in Natural -Trial-,10337,5.000,,FREE-Locked,1 checked out of 1
TA14360-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10337-2024-08-08-14360-Describe this in Natural -Trial-,10337,4.000,,FREE-Locked,1 checked out of 1
TA14423-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10337-2024-08-08-14423-Describe this in Natural -Trial-,10337,4.000,,FREE-Locked,1 checked out of 1
TA11377-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10343-2024-08-08-11377-Describe this in Natural -Trial-,10343,4.000,,FREE-Locked,1 checked out of 1
TA10753-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10343-2024-08-08-10753-Describe this in Natural -Trial-,10343,5.000,,FREE-Locked,1 checked out of 1
TA11420-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10343-2024-08-08-11420-Describe this in Natural -Trial-,10343,4.000,,FREE-Locked,1 checked out of 1
TA11456-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10343-2024-08-08-11456-Describe this in Natural -Trial-,10343,4.000,,FREE-Locked,1 checked out of 1
TA14369-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10343-2024-08-08-14369-Describe this in Natural -Trial-,10343,5.000,,FREE-Locked,1 checked out of 1
TA11410-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10360-2024-08-08-11410-Describe this in Natural -Trial-,10360,4.000,,FREE-Locked,1 checked out of 1
TA11482-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10360-2024-08-08-11482-Describe this in Natural -Trial-,10360,4.000,,FREE-Locked,1 checked out of 1
TA11485-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10360-2024-08-08-11485-Describe this in Natural -Trial-,10360,4.000,,FREE-Locked,1 checked out of 1
TA14390-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10360-2024-08-08-14390-Describe this in Natural -Trial-,10360,5.000,,FREE-Locked,1 checked out of 1
TA14443-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10360-2024-08-08-14443-Describe this in Natural -Trial-,10360,5.000,,FREE-Locked,1 checked out of 1
TA11374-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10373-2024-08-08-11374-Describe this in Natural -Trial-,10373,4.000,,FREE-Locked,1 checked out of 1
TA10843-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10373-2024-08-08-10843-Describe this in Natural -Trial-,10373,5.000,,FREE-Locked,1 checked out of 1
TA11478-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10373-2024-08-08-11478-Describe this in Natural -Trial-,10373,4.000,,FREE-Locked,1 checked out of 1
TA11486-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10373-2024-08-08-11486-Describe this in Natural -Trial-,10373,4.000,,FREE-Locked,1 checked out of 1
TA14361-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10373-2024-08-08-14361-Describe this in Natural -Trial-,10373,5.000,,FREE-Locked,1 checked out of 1
TA10736-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10392-2024-08-08-10736-Describe this in Natural -Trial-,10392,5.000,,FREE-Locked,1 checked out of 1
TA11454-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10392-2024-08-08-11454-Describe this in Natural -Trial-,10392,4.000,,FREE-Locked,1 checked out of 1
TA11475-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10392-2024-08-08-11475-Describe this in Natural -Trial-,10392,4.000,,FREE-Locked,1 checked out of 1
TA10867-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10392-2024-08-08-10867-Describe this in Natural -Trial-,10392,5.000,,FREE-Locked,1 checked out of 1
TA11495-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10392-2024-08-08-11495-Describe this in Natural -Trial-,10392,4.000,,FREE-Locked,1 checked out of 1
TA10797-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10397-2024-08-08-10797-Describe this in Natural -Trial-,10397,5.000,,FREE-Locked,1 checked out of 1
TA10798-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10397-2024-08-08-10798-Describe this in Natural -Trial-,10397,5.000,,FREE-Locked,1 checked out of 1
TA10804-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10397-2024-08-08-10804-Describe this in Natural -Trial-,10397,5.000,,FREE-Locked,1 checked out of 1
TA14385-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10397-2024-08-08-14385-Describe this in Natural -Trial-,10397,4.000,,FREE-Locked,1 checked out of 1
TA14392-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10397-2024-08-08-14392-Describe this in Natural -Trial-,10397,5.000,,FREE-Locked,1 checked out of 1
TA10762-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10409-2024-08-08-10762-Describe this in Natural -Trial-,10409,5.000,,FREE-Locked,1 checked out of 1
TA10767-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10409-2024-08-08-10767-Describe this in Natural -Trial-,10409,5.000,,FREE-Locked,1 checked out of 1
TA10795-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10409-2024-08-08-10795-Describe this in Natural -Trial-,10409,5.000,,FREE-Locked,1 checked out of 1
TA11489-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10409-2024-08-08-11489-Describe this in Natural -Trial-,10409,4.000,,FREE-Locked,1 checked out of 1
TA14342-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10409-2024-08-08-14342-Describe this in Natural -Trial-,10409,5.000,,FREE-Locked,1 checked out of 1
TA10778-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10416-2024-08-08-10778-Describe this in Natural -Trial-,10416,5.000,,FREE-Locked,1 checked out of 1
TA10779-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10416-2024-08-08-10779-Describe this in Natural -Trial-,10416,5.000,,FREE-Locked,1 checked out of 1
TA11422-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10416-2024-08-08-11422-Describe this in Natural -Trial-,10416,4.000,,FREE-Locked,1 checked out of 1
TA11462-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10416-2024-08-08-11462-Describe this in Natural -Trial-,10416,4.000,,FREE-Locked,1 checked out of 1
TA14400-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10416-2024-08-08-14400-Describe this in Natural -Trial-,10416,5.000,,FREE-Locked,1 checked out of 1
TA11404-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10426-2024-08-08-11404-Describe this in Natural -Trial-,10426,4.000,,FREE-Locked,1 checked out of 1
TA11419-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10426-2024-08-08-11419-Describe this in Natural -Trial-,10426,4.000,,FREE-Locked,1 checked out of 1
TA10820-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10426-2024-08-08-10820-Describe this in Natural -Trial-,10426,5.000,,FREE-Locked,1 checked out of 1
TA14413-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10426-2024-08-08-14413-Describe this in Natural -Trial-,10426,4.000,,FREE-Locked,1 checked out of 1
TA11457-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10433-2024-08-08-11457-Describe this in Natural -Trial-,10433,4.000,,FREE-Locked,1 checked out of 1
TA11492-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10433-2024-08-08-11492-Describe this in Natural -Trial-,10433,4.000,,FREE-Locked,1 checked out of 1
TA11380-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10439-2024-08-08-11380-Describe this in Natural -Trial-,10439,4.000,,FREE-Locked,1 checked out of 1
TA10764-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10439-2024-08-08-10764-Describe this in Natural -Trial-,10439,5.000,,FREE-Locked,1 checked out of 1
TA10765-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10439-2024-08-08-10765-Describe this in Natural -Trial-,10439,5.000,,FREE-Locked,1 checked out of 1
TA10817-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10439-2024-08-08-10817-Describe this in Natural -Trial-,10439,5.000,,FREE-Locked,1 checked out of 1
TA14372-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10439-2024-08-08-14372-Describe this in Natural -Trial-,10439,5.000,,FREE-Locked,1 checked out of 1
TA10739-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10451-2024-08-08-10739-Describe this in Natural -Trial-,10451,5.000,,FREE-Locked,1 checked out of 1
TA11441-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10451-2024-08-08-11441-Describe this in Natural -Trial-,10451,4.000,,FREE-Locked,1 checked out of 1
TA11460-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10451-2024-08-08-11460-Describe this in Natural -Trial-,10451,4.000,,FREE-Locked,1 checked out of 1
TA10840-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10451-2024-08-08-10840-Describe this in Natural -Trial-,10451,5.000,,FREE-Locked,1 checked out of 1
TA11496-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10451-2024-08-08-11496-Describe this in Natural -Trial-,10451,4.000,,FREE-Locked,1 checked out of 1
TA11385-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10459-2024-08-08-11385-Describe this in Natural -Trial-,10459,4.000,,FREE-Locked,1 checked out of 1
TA11474-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10459-2024-08-08-11474-Describe this in Natural -Trial-,10459,4.000,,FREE-Locked,1 checked out of 1
TA11499-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10459-2024-08-08-11499-Describe this in Natural -Trial-,10459,4.000,,FREE-Locked,1 checked out of 1
TA14348-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10459-2024-08-08-14348-Describe this in Natural -Trial-,10459,4.000,,FREE-Locked,1 checked out of 1
TA14464-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10459-2024-08-08-14464-Describe this in Natural -Trial-,10459,5.000,,FREE-Locked,1 checked out of 1
TA11371-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10476-2024-08-08-11371-Describe this in Natural -Trial-,10476,4.000,,FREE-Locked,1 checked out of 1
TA10865-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10476-2024-08-08-10865-Describe this in Natural -Trial-,10476,5.000,,FREE-Locked,1 checked out of 1
TA14359-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10476-2024-08-08-14359-Describe this in Natural -Trial-,10476,4.000,,FREE-Locked,1 checked out of 1
TA14364-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10476-2024-08-08-14364-Describe this in Natural -Trial-,10476,4.000,,FREE-Locked,1 checked out of 1
TA14402-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10476-2024-08-08-14402-Describe this in Natural -Trial-,10476,5.000,,FREE-Locked,1 checked out of 1
TA11379-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10482-2024-08-08-11379-Describe this in Natural -Trial-,10482,4.000,,FREE-Locked,1 checked out of 1
TA10761-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10482-2024-08-08-10761-Describe this in Natural -Trial-,10482,5.000,,FREE-Locked,1 checked out of 1
TA11442-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10482-2024-08-08-11442-Describe this in Natural -Trial-,10482,4.000,,FREE-Locked,1 checked out of 1
TA10851-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10482-2024-08-08-10851-Describe this in Natural -Trial-,10482,5.000,,FREE-Locked,1 checked out of 1
TA14436-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10482-2024-08-08-14436-Describe this in Natural -Trial-,10482,5.000,,FREE-Locked,1 checked out of 1
TA10741-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10488-2024-08-08-10741-Describe this in Natural -Trial-,10488,5.000,,FREE-Locked,1 checked out of 1
TA10780-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10488-2024-08-08-10780-Describe this in Natural -Trial-,10488,5.000,,FREE-Locked,1 checked out of 1
TA11407-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10488-2024-08-08-11407-Describe this in Natural -Trial-,10488,4.000,,FREE-Locked,1 checked out of 1
TA14396-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10488-2024-08-08-14396-Describe this in Natural -Trial-,10488,5.000,,FREE-Locked,1 checked out of 1
TA14434-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10488-2024-08-08-14434-Describe this in Natural -Trial-,10488,5.000,,FREE-Locked,1 checked out of 1
TA11398-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10494-2024-08-08-11398-Describe this in Natural -Trial-,10494,4.000,,FREE-Locked,1 checked out of 1
TA11402-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10494-2024-08-08-11402-Describe this in Natural -Trial-,10494,4.000,,FREE-Locked,1 checked out of 1
TA14347-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10494-2024-08-08-14347-Describe this in Natural -Trial-,10494,4.000,,FREE-Locked,1 checked out of 1
TA14374-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10494-2024-08-08-14374-Describe this in Natural -Trial-,10494,5.000,,FREE-Locked,1 checked out of 1
TA14457-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10494-2024-08-08-14457-Describe this in Natural -Trial-,10494,5.000,,FREE-Locked,1 checked out of 1
TA11363-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10499-2024-08-08-11363-Describe this in Natural -Trial-,10499,4.000,,FREE-Locked,1 checked out of 1
TA10774-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10499-2024-08-08-10774-Describe this in Natural -Trial-,10499,5.000,,FREE-Locked,1 checked out of 1
TA11408-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10499-2024-08-08-11408-Describe this in Natural -Trial-,10499,4.000,,FREE-Locked,1 checked out of 1
TA14351-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10499-2024-08-08-14351-Describe this in Natural -Trial-,10499,4.000,,FREE-Locked,1 checked out of 1
TA14448-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10499-2024-08-08-14448-Describe this in Natural -Trial-,10499,5.000,,FREE-Locked,1 checked out of 1
TA10738-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10512-2024-08-08-10738-Describe this in Natural -Trial-,10512,5.000,,FREE-Locked,1 checked out of 1
TA10748-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10512-2024-08-08-10748-Describe this in Natural -Trial-,10512,5.000,,FREE-Locked,1 checked out of 1
TA11436-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10512-2024-08-08-11436-Describe this in Natural -Trial-,10512,4.000,,FREE-Locked,1 checked out of 1
TA14378-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10512-2024-08-08-14378-Describe this in Natural -Trial-,10512,4.000,,FREE-Locked,1 checked out of 1
TA14451-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10512-2024-08-08-14451-Describe this in Natural -Trial-,10512,4.000,,FREE-Locked,1 checked out of 1
TA11362-GT1215-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-4-10526-2024-08-08-11362-Describe this in Natural -Trial-,10526,4.000,,FREE-Locked,1 checked out of 1
TA11364-GT1213-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-2-10526-2024-08-08-11364-Describe this in Natural -Trial-,10526,4.000,,FREE-Locked,1 checked out of 1
TA11378-GT1214-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-3-10526-2024-08-08-11378-Describe this in Natural -Trial-,10526,4.000,,FREE-Locked,1 checked out of 1
TA11427-GT1212-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-1-10526-2024-08-08-11427-Describe this in Natural -Trial-,10526,4.000,,FREE-Locked,1 checked out of 1
TA11503-GT1216-FREE-EXP112-Eng-Eng-Eng-vs-Eng-json-Eng-Generation-5-10526-2024-08-08-11503-Describe this in Natural -Trial-,10526,4.000,,FREE-Locked,1 checked out of 1
